RSPF_ACADEMIC_YEAR	RSPF_DIST_NUMBER	RSPF_DISTRICT_NAME	RSPF_SCHOOL_NUMBER	RSPF_SCHOOL_NAME	RSPF_EMH_CODE	RSPF_INCLUDED_EMH_FOR_A																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1150	FLORENCE RE-2	6858	PENROSE ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1150	FLORENCE RE-2	6858	PENROSE ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1160	COTOPAXI RE-3	3220	COTOPAXI ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1160	COTOPAXI RE-3	3220	COTOPAXI ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1160	COTOPAXI RE-3	3228	COTOPAXI JUNIOR-SENIOR HIGH SCHOOL	A	MH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1160	COTOPAXI RE-3	3228	COTOPAXI JUNIOR-SENIOR HIGH SCHOOL	M	MH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1160	COTOPAXI RE-3	3228	COTOPAXI JUNIOR-SENIOR HIGH SCHOOL	H	MH																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	429	CARBONDALE COMMUNITY CHARTER SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	429	CARBONDALE COMMUNITY CHARTER SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	429	CARBONDALE COMMUNITY CHARTER SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	560	BASALT ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	560	BASALT ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	561	BASALT MIDDLE SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	561	BASALT MIDDLE SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	561	BASALT MIDDLE SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	570	BASALT HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	570	BASALT HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	1006	BRIDGES	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	1006	BRIDGES	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	1296	CARBONDALE MIDDLE SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	1296	CARBONDALE MIDDLE SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	1296	CARBONDALE MIDDLE SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	2063	CRYSTAL RIVER ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	2063	CRYSTAL RIVER ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3460	GLENWOOD SPRINGS ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3460	GLENWOOD SPRINGS ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3464	GLENWOOD SPRINGS MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3464	GLENWOOD SPRINGS MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3468	GLENWOOD SPRINGS HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	3468	GLENWOOD SPRINGS HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	7422	ROARING FORK HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	7422	ROARING FORK HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	8038	SOPRIS ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1180	ROARING FORK RE-1	8038	SOPRIS ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	65	COAL RIDGE HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	65	COAL RIDGE HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	2573	ELK CREEK ELEMENTARY	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	2573	ELK CREEK ELEMENTARY	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	3281	GRAHAM MESA ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	3281	GRAHAM MESA ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	3967	HIGHLAND ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	3967	HIGHLAND ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	4510	KATHRYN SENOR ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	4510	KATHRYN SENOR ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7356	RIFLE MIDDLE SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7356	RIFLE MIDDLE SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7356	RIFLE MIDDLE SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7360	RIFLE HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7360	RIFLE HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7388	RIVERSIDE SCHOOL	M	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7388	RIVERSIDE SCHOOL	E	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7388	RIVERSIDE SCHOOL	A	EM																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7890	CACTUS VALLEY ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	7890	CACTUS VALLEY ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	9231	WAMSLEY ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1195	GARFIELD RE-2	9231	WAMSLEY ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3578	BEA UNDERWOOD ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3578	BEA UNDERWOOD ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3586	GRAND VALLEY HIGH SCHOOL	H	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3586	GRAND VALLEY HIGH SCHOOL	A	H																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3603	L.W. ST. JOHN ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	3603	L.W. ST. JOHN ELEMENTARY SCHOOL	E	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	8274	GRAND VALLEY MIDDLE SCHOOL	M	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1220	GARFIELD 16	8274	GRAND VALLEY MIDDLE SCHOOL	A	M																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
2012	1330	GILPIN COUNTY RE-1	1632	GILPIN COUNTY ELEMENTARY SCHOOL	A	E																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
